Keywords|Funding Amount in EUR|Start Date|Start Year|End Date|End Year|Researchers|Research Organization - original|Research Organization - standardized|City of Research organization|State of Research organization|Country of Research organization|Funder|Funder Group|Funder Country|Program|Resulting publications|Fields of Research (ANZSRC 2020)|Cancer Types|CSO Categories|Units of Assessment|Sustainable Development Goals
|577766.0|2017-01-01|2017.0|2020-01-01|2020.0|CAVALETTI Guido Angelo, GIATTI Silvia, DISTASI Carla, PERO Maria Elena|University of Milano-Bicocca; University of Milan; University of Eastern Piedmont Amadeo Avogadro; University of Naples Federico II|University of Milano-Bicocca; University of Milan; University of Eastern Piedmont Amadeo Avogadro; University of Naples Federico II|Milan; Milan; Vercelli; Naples|; ; ; Campania|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3202 Clinical Sciences|Nervous System|6.1 Patient Care and Survivorship Issues||
|639279.0|2017-01-01|2017.0|2020-01-01|2020.0|BASCHIROTTO Andrea, VASSANELLI Stefano, GRASSO Alfio Dario, STROLLO Antonio Giuseppe Maria|University of Milano-Bicocca; University of Padua; University of Catania; University of Naples Federico II|University of Milano-Bicocca; University of Padua; University of Catania; University of Naples Federico II|Milan; Padova; Catania; Naples|; Veneto; ; Campania|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4003 Biomedical Engineering; 46 Information and Computing Sciences||||
|548999.0|2017-01-01|2017.0|2020-01-01|2020.0|BANDI Claudio, REVERBERI Massimo, CACCIA Silvia, GIOVATI Laura|University of Milan; Sapienza University of Rome; University of Naples Federico II; University of Parma|University of Milan; Sapienza University of Rome; University of Naples Federico II; University of Parma|Milan; Rome; Naples; Parma|; Lazio; Campania; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||30 Agricultural, Veterinary and Food Sciences; 3001 Agricultural Biotechnology; 40 Engineering||||
|638443.0|2017-01-01|2017.0|2020-01-01|2020.0|BOLLATI Valentina, LUGANINI Anna, PARIOTA Luigi, PINATEL Eva Maria|University of Milan; University of Turin; University of Naples Federico II; National Research Council|University of Milan; University of Turin; University of Naples Federico II; National Research Council|Milan; Turin; Naples; Rome|; Piemonte; Campania; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3107 Microbiology; 41 Environmental Sciences||||
|474000.0|2017-01-01|2017.0|2020-01-01|2020.0|BENTOGLIO Alberto, SIMONCINI Francesca, COTTICELLI Francesco, SPINELLI Leonardo|University of Milan; University of Florence; University of Naples Federico II; University of Chieti-Pescara|University of Milan; University of Florence; University of Naples Federico II; University of Chieti-Pescara|Milan; Florence; Naples; Chieti|; Toscana; Campania; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||36 Creative Arts and Writing; 3604 Performing Arts||||
|855515.0|2017-01-01|2017.0|2020-01-01|2020.0|GANDOLFI Claudio, COPPOLA Antonio, TOSCANO Attilio, CONSOLI Simona, D'URSO Guido, PROVENZANO Giuseppe Antonio|University of Milan; University of Basilicata; University of Bologna; University of Catania; University of Naples Federico II; University of Palermo|University of Milan; University of Basilicata; University of Bologna; University of Catania; University of Naples Federico II; University of Palermo|Milan; Potenza; Bologna; Catania; Naples; Palermo|; ; Emilia-Romagna; ; Campania; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||37 Earth Sciences; 38 Economics; 3801 Applied Economics||||
|619148.0|2017-01-01|2017.0|2020-01-01|2020.0|DE FRANCESCO Antonino, MASCILLI MIGLIORINI Luigi, CARNEVALE Diego, BENIGNO Francesco|University of Milan; University of Naples - L'Orientale; University of Naples Federico II; Scuola Normale Superiore di Pisa|University of Milan; University of Naples - L'Orientale; University of Naples Federico II; Scuola Normale Superiore di Pisa|Milan; Naples; Naples; Pisa|; ; Campania; Toscana|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||43 History, Heritage and Archaeology; 4303 Historical Studies||||
|704000.0|2017-01-01|2017.0|2020-01-01|2020.0|CORSINI Emanuela, MORRONI Fabiana, DI PAOLA Rosanna, D'EMMANUELE DI VILLA BIANCA Roberta, NOCENTINI Giuseppe|University of Milan; University of Bologna; University of Messina; University of Naples Federico II; University of Perugia|University of Milan; University of Bologna; University of Messina; University of Naples Federico II; University of Perugia|Milan; Bologna; Messina; Naples; Perugia|; Emilia-Romagna; ; Campania; Umbria|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3204 Immunology; 41 Environmental Sciences||||
|474500.0|2017-01-01|2017.0|2020-01-01|2020.0|ERBA Elisabetta, BRIGUGLIO Antonino, BOSELLINI Francesca, LUCIANI Valeria, CIRILLI Simonetta, PARENTE Mariano|University of Milan; University of Genoa; University of Modena and Reggio Emilia; University of Ferrara; University of Perugia; University of Naples Federico II|University of Milan; University of Genoa; University of Modena and Reggio Emilia; University of Ferrara; University of Perugia; University of Naples Federico II|Milan; Genoa; Modena; Ferrara; Perugia; Naples|; Liguria; ; ; Umbria; Campania|Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3103 Ecology||||
|753000.0|2017-01-01|2017.0|2020-01-01|2020.0|CUZZOCREA Salvatore, RUSSO Emilio, RACCHI Marco, MARCELLO Elena, MITIDIERI Emma, RONCHETTI Simona|University of Messina; Magna Graecia University; University of Pavia; University of Milan; University of Naples Federico II; University of Perugia|University of Messina; Magna Graecia University; University of Pavia; University of Milan; University of Naples Federico II; University of Perugia|Messina; Catanzaro; Pavia; Milan; Naples; Perugia|; ; ; ; Campania; Umbria|Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||49 Mathematical Sciences; 4905 Statistics||||
|190200.0|2017-01-01|2017.0|2020-01-01|2020.0|BONANNO Gabriele, CANDITO Pasquale, LIVREA Roberto, MARANO Salvatore Angelo, IANNIZZOTTO Antonio, BARBAGALLO Annamaria|University of Messina; University of Reggio Calabria; University of Palermo; University of Catania; University of Cagliari; University of Naples Federico II|University of Messina; University of Reggio Calabria; University of Palermo; University of Catania; University of Cagliari; University of Naples Federico II|Messina; Reggio Calabria; Palermo; Catania; Cagliari; Naples|; ; ; ; ; Campania|Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||49 Mathematical Sciences; 4901 Applied Mathematics; 4903 Numerical and Computational Mathematics; 4904 Pure Mathematics||||
|670000.0|2017-01-01|2017.0|2020-01-01|2020.0|SQUADRITO Francesco, BERRINO Liberato, IALENTI Armando, BRANCALEONE Vincenzo, TORELLA Daniele, LIANTONIO Antonella|"University of Messina; University of Campania ""Luigi Vanvitelli""; University of Naples Federico II; University of Basilicata; Magna Graecia University; University of Bari Aldo Moro"|"University of Messina; University of Campania ""Luigi Vanvitelli""; University of Naples Federico II; University of Basilicata; Magna Graecia University; University of Bari Aldo Moro"|Messina; Caserta; Naples; Potenza; Catanzaro; Bari|; ; Campania; ; ; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 34 Chemical Sciences; 3404 Medicinal and Biomolecular Chemistry||||
|757563.0|2017-01-01|2017.0|2020-01-01|2020.0|CANNAVO' Salvatore, GHIGO Ezio, GIUSTINA Andrea, FARSETTI Antonella, VENNERI Mary Anna, AURIEMMA Renata Simona|University of Messina; University of Turin; Vita-Salute San Raffaele University; National Research Council; Sapienza University of Rome; University of Naples Federico II|University of Messina; University of Turin; Vita-Salute San Raffaele University; National Research Council; Sapienza University of Rome; University of Naples Federico II|Messina; Turin; Milan; Rome; Rome; Naples|; Piemonte; ; ; Lazio; Campania|Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3202 Clinical Sciences|Pituitary Tumor|2.2 Endogenous Factors in the Origin and Cause of Cancer; 4.1 Technology Development and/or Marker Discovery||
|435500.0|2017-01-01|2017.0|2020-01-01|2020.0|BOTTARO Alessandro, CHERUBINI Stefania, PENSA Claudio|University of Genoa; Polytechnic University of Bari; University of Naples Federico II|University of Genoa; Polytechnic University of Bari; University of Naples Federico II|Genoa; Bari; Naples|Liguria; ; Campania|Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||||||
|803522.0|2017-01-01|2017.0|2020-01-01|2020.0|FERONE Diego, ZATELLI Maria Chiara, VITALE Giovanni, LANIA Andrea Gerardo Antonio, GIANNETTA Elisa, FAGGIANO Antongiulio|University of Genoa; University of Ferrara; University of Milan; Humanitas University; Sapienza University of Rome; University of Naples Federico II|University of Genoa; University of Ferrara; University of Milan; Humanitas University; Sapienza University of Rome; University of Naples Federico II|Genoa; Ferrara; Milan; Rozzano; Rome; Naples|Liguria; ; ; ; Lazio; Campania|Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3101 Biochemistry and Cell Biology||||
|612000.0|2017-01-01|2017.0|2020-01-01|2020.0|CERBAI Elisabetta, CAPECCHI Pier Leopoldo, BUCCI Mariarosaria, GAETANI Silvana, BRUSCOLI Stefano, DE ANGELIS Antonella|"University of Florence; University of Siena; University of Naples Federico II; Sapienza University of Rome; University of Perugia; University of Campania ""Luigi Vanvitelli"""|"University of Florence; University of Siena; University of Naples Federico II; Sapienza University of Rome; University of Perugia; University of Campania ""Luigi Vanvitelli"""|Florence; Siena; Naples; Rome; Perugia; Caserta|Toscana; ; Campania; Lazio; Umbria; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3208 Medical Physiology||||
|688800.0|2017-01-01|2017.0|2020-01-01|2020.0|CHIARUGI Paola, BUSSOLINO Federico, AVVEDIMENTO Vittorio Enrico, ALIMONTI Andrea|University of Florence; University of Turin; University of Naples Federico II; University of Padua|University of Florence; University of Turin; University of Naples Federico II; University of Padua|Florence; Turin; Naples; Padova|Toscana; Piemonte; Campania; Veneto|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3202 Clinical Sciences; 3211 Oncology and Carcinogenesis|Genital System, Male; Prostate Cancer|1.2 Cancer Initiation: Alterations in Chromosomes; 1.4 Cancer Progression and Metastasis||
|702000.0|2017-01-01|2017.0|2020-01-01|2020.0|PARIGI Giacomo, BOTTA Mauro, TERRENO Enzo, ACCARDO Antonella|University of Florence; University of Eastern Piedmont Amadeo Avogadro; University of Turin; University of Naples Federico II|University of Florence; University of Eastern Piedmont Amadeo Avogadro; University of Turin; University of Naples Federico II|Florence; Vercelli; Turin; Naples|Toscana; ; Piemonte; Campania|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 34 Chemical Sciences; 3402 Inorganic Chemistry||||
|503842.0|2017-01-01|2017.0|2020-01-01|2020.0|BANCI Lucia, CORDA Daniela, DIASPRO Alberto Giovanni Mario, RENNA Maurizio|University of Florence; National Research Council; University of Genoa; University of Naples Federico II|University of Florence; National Research Council; University of Genoa; University of Naples Federico II|Florence; Rome; Genoa; Naples|Toscana; ; Liguria; Campania|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3101 Biochemistry and Cell Biology; 40 Engineering|||A01 Clinical Medicine|
|545000.0|2017-01-01|2017.0|2020-01-01|2020.0|CIANCHI Andrea, GAZZOLA Filippo, FERONE Vincenzo, ROSSET Edi, BERCHIO Elvise|University of Florence; Politecnico di Milano; University of Naples Federico II; University of Trieste; Polytechnic University of Turin|University of Florence; Politecnico di Milano; University of Naples Federico II; University of Trieste; Polytechnic University of Turin|Florence; Milan; Naples; Trieste; Turin|Toscana; ; Campania; ; Piemonte|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||49 Mathematical Sciences; 4901 Applied Mathematics||||
|567896.0|2017-01-01|2017.0|2020-01-01|2020.0|COLTORTI Massimo, FRANCALANCI Lorella, CUCCINIELLO Ciro, LANGONE Antonio, MARZOLI Andrea, CIPRIANI Anna|University of Ferrara; University of Florence; University of Naples Federico II; National Research Council; University of Padua; University of Modena and Reggio Emilia|University of Ferrara; University of Florence; University of Naples Federico II; National Research Council; University of Padua; University of Modena and Reggio Emilia|Ferrara; Florence; Naples; Rome; Padova; Modena|; Toscana; Campania; ; Veneto; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||37 Earth Sciences; 3705 Geology||||
|293349.0|2017-01-01|2017.0|2020-01-01|2020.0|PIFFERI Michele, NUZZO Luigi, VANO Cristina, SPECIALE Giuseppe Angelo|University of Ferrara; University of Salento; University of Naples Federico II; University of Catania|University of Ferrara; University of Salento; University of Naples Federico II; University of Catania|Ferrara; Lecce; Naples; Catania|; ; Campania; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||44 Human Society; 4403 Demography; 48 Law and Legal Studies||||
|753800.0|2017-01-01|2017.0|2020-01-01|2020.0|PINTON Paolo, BALLABIO Andrea, SIGISMUND Sara Lucia Giustina, TACCHETTI Carlo, CALI' Tito|University of Ferrara; University of Naples Federico II; University of Milan; Vita-Salute San Raffaele University; University of Padua|University of Ferrara; University of Naples Federico II; University of Milan; Vita-Salute San Raffaele University; University of Padua|Ferrara; Naples; Milan; Milan; Padova|; Campania; ; ; Veneto|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3101 Biochemistry and Cell Biology||||
