Keywords|Funding Amount in EUR|Start Date|Start Year|End Date|End Year|Researchers|Research Organization - original|Research Organization - standardized|City of Research organization|State of Research organization|Country of Research organization|Funder|Funder Group|Funder Country|Program|Resulting publications|Fields of Research (ANZSRC 2020)|Cancer Types|CSO Categories|Units of Assessment|Sustainable Development Goals
|556350.0|2017-01-01|2017.0|2020-01-01|2020.0|GIULIANI Felice, BIANCARDO Salvatore Antonio, VOLPI Cristiana, CARPICECI Marco, ANGELINI Andrea|University of Parma; University of Naples Federico II; University of Trento; Sapienza University of Rome; National Research Council|University of Parma; University of Naples Federico II; University of Trento; Sapienza University of Rome; National Research Council|Parma; Naples; Trento; Rome; Rome|; Campania; ; Lazio; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||43 History, Heritage and Archaeology; 4302 Heritage, Archive and Museum Studies||||
|474000.0|2017-01-01|2017.0|2020-01-01|2020.0|MOR Marco, SPADONI Gilberto, BUTINI Stefania, BOSCIA Francesca, GESSI Stefania|University of Parma; University of Urbino; University of Siena; University of Naples Federico II; University of Ferrara|University of Parma; University of Urbino; University of Siena; University of Naples Federico II; University of Ferrara|Parma; Urbino; Siena; Naples; Ferrara|; ; ; Campania; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 49 Mathematical Sciences; 4901 Applied Mathematics||||
|575000.0|2017-01-01|2017.0|2020-01-01|2020.0|FRATINI Livan, SQUILLACE Antonino, FILICE Luigino|University of Palermo; University of Naples Federico II; University of Calabria|University of Palermo; University of Naples Federico II; University of Calabria|Palermo; Naples; Rende|; Campania; |Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4014 Manufacturing Engineering||||
|481000.0|2017-01-01|2017.0|2020-01-01|2020.0|SCHIAVELLO Aldo, PANNARALE Luigi, MANCUSO Francesco, NITSCH Carlo|University of Palermo; University of Bari Aldo Moro; University of Salerno; University of Naples Federico II|University of Palermo; University of Bari Aldo Moro; University of Salerno; University of Naples Federico II|Palermo; Bari; Fisciano; Naples|; ; ; Campania|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||48 Law and Legal Studies; 4801 Commercial Law; 4804 Law In Context; 4807 Public Law||||
|538081.0|2017-01-01|2017.0|2020-01-01|2020.0|MANTEGNA Rosario Nunzio, DE ARCANGELIS Lucilla, TRAMELLI Anna, DE CANDIA Antonio, RAPISARDA Andrea, STRAMAGLIA Sebastiano|"University of Palermo; University of Campania ""Luigi Vanvitelli""; National Institute of Geophysics and Volcanology; University of Naples Federico II; University of Catania; University of Bari Aldo Moro"|"University of Palermo; University of Campania ""Luigi Vanvitelli""; National Institute of Geophysics and Volcanology; University of Naples Federico II; University of Catania; University of Bari Aldo Moro"|Palermo; Caserta; Rome; Naples; Catania; Bari|; ; ; Campania; ; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||||||
|594500.0|2017-01-01|2017.0|2020-01-01|2020.0|DIANA Patrizia, MANFREDINI Stefano, GANDIN Valentina, ROMANO Barbara, PALERMO Rocco|University of Palermo; University of Ferrara; University of Padua; University of Naples Federico II; Sapienza University of Rome|University of Palermo; University of Ferrara; University of Padua; University of Naples Federico II; Sapienza University of Rome|Palermo; Ferrara; Padova; Naples; Rome|; ; Veneto; Campania; Lazio|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3211 Oncology and Carcinogenesis|Not Site-Specific Cancer|5.3 Systemic Therapies - Discovery and Development||
|214900.0|2017-01-01|2017.0|2020-01-01|2020.0|DARDANONI Valentino, GUERRIERO Carla|University of Palermo; University of Naples Federico II|University of Palermo; University of Naples Federico II|Palermo; Naples|; Campania|Italy; Italy|Ministry of Education, Universities and Research||Italy|||||||
|610242.0|2017-01-01|2017.0|2020-01-01|2020.0|DIELI Francesco, DE MARCO Carmela, DI CARLO Emma, FERLAZZO Guido, GALDIERO Maria Rosaria|University of Palermo; Magna Graecia University; University of Chieti-Pescara; University of Messina; University of Naples Federico II|University of Palermo; Magna Graecia University; University of Chieti-Pescara; University of Messina; University of Naples Federico II|Palermo; Catanzaro; Chieti; Messina; Naples|; ; ; ; Campania|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3204 Immunology; 3211 Oncology and Carcinogenesis; 42 Health Sciences|Colon and Rectal Cancer|1.4 Cancer Progression and Metastasis||
|605256.0|2017-01-01|2017.0|2020-01-01|2020.0|ATTANASIO Massimo, RAGOZINI Giancarlo, PORCU Mariano, DELPINI Danilo|University of Palermo; University of Naples Federico II; University of Cagliari; University of Sassari|University of Palermo; University of Naples Federico II; University of Cagliari; University of Sassari|Palermo; Naples; Cagliari; Sassari|; Campania; ; Sardegna|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||39 Education; 3902 Education Policy, Sociology and Philosophy||||8 Decent Work and Economic Growth
|905823.0|2017-01-01|2017.0|2020-01-01|2020.0|STASSI Giorgio, VIGNERI Paolo, SIMONE Cristiano, DENTICE Monica, BARONE Ines|University of Calabria; University of Palermo; University of Catania; University of Bari Aldo Moro; University of Naples Federico II|University of Palermo; University of Catania; University of Bari Aldo Moro; University of Naples Federico II; University of Calabria|Palermo; Catania; Bari; Naples; Rende|; ; ; Campania; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||||||
|561000.0|2017-01-01|2017.0|2020-01-01|2020.0|BORGA Marco, PENNA Daniele, NASTA Paolo, COMITI Francesco, FERRARIS Stefano, RIGON Riccardo|University of Padua; University of Florence; University of Naples Federico II; Free University of Bozen-Bolzano; University of Turin; University of Trento|University of Padua; University of Florence; University of Naples Federico II; Free University of Bozen-Bolzano; University of Turin; University of Trento|Padova; Florence; Naples; Bolzano; Turin; Trento|Veneto; Toscana; Campania; ; Piemonte; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||37 Earth Sciences; 3705 Geology||||
|569000.0|2017-01-01|2017.0|2020-01-01|2020.0|NERESINI Federico, AGODI Maria Carmela, BORY Paolo, TOSONI Simone|University of Padua; University of Naples Federico II; Politecnico di Milano; Catholic University of the Sacred Heart|University of Padua; University of Naples Federico II; Politecnico di Milano; Catholic University of the Sacred Heart|Padova; Naples; Milan; Milan|Veneto; Campania; ; Lombardia|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||50 Philosophy and Religious Studies; 5002 History and Philosophy Of Specific Fields||||
|613000.0|2017-01-01|2017.0|2020-01-01|2020.0|COLOMBO Paolo, SORARU' Gian Domenico, BRUZZONITI Maria Concetta, CAPUTO Domenico, TESTA Flaviano, LISI Luciana|University of Padua; University of Trento; University of Turin; University of Naples Federico II; University of Calabria; National Research Council|University of Padua; University of Trento; University of Turin; University of Naples Federico II; University of Calabria; National Research Council|Padova; Trento; Turin; Naples; Rende; Rome|Veneto; ; Piemonte; Campania; ; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||34 Chemical Sciences; 3406 Physical Chemistry; 40 Engineering||||
|512500.0|2017-01-01|2017.0|2020-01-01|2020.0|BASSO Cristina, LOMBARDI Raffaella, LIMONGELLI Giuseppe, SBAIZERO Orfeo|"University of Padua; University of Naples Federico II; University of Campania ""Luigi Vanvitelli""; University of Trieste"|"University of Padua; University of Naples Federico II; University of Campania ""Luigi Vanvitelli""; University of Trieste"|Padova; Naples; Caserta; Trieste|Veneto; Campania; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 40 Engineering; 4003 Biomedical Engineering||||
|727000.0|2017-01-01|2017.0|2020-01-01|2020.0|PIVONELLO Rosario, DI DALMAZI Guido, ISIDORI Andrea, GRANATA Riccarda, ARNALDI Giorgio|University of Naples Federico II; University of Bologna; Sapienza University of Rome; University of Turin; Marche Polytechnic University|University of Naples Federico II; University of Bologna; Sapienza University of Rome; University of Turin; Marche Polytechnic University|Naples; Bologna; Rome; Turin; Ancona|Campania; Emilia-Romagna; Lazio; Piemonte; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3204 Immunology|||A04 Psychology, Psychiatry and Neuroscience|
|776100.0|2017-01-01|2017.0|2020-01-01|2020.0|MASI Carla, LUCREZI Francesco Maria, LOVATO Andrea, D'ALESSIO Raffaele|University of Naples Federico II; University of Salerno; University of Bari Aldo Moro; University of Salento|University of Naples Federico II; University of Salerno; University of Bari Aldo Moro; University of Salento|Naples; Fisciano; Bari; Lecce|Campania; ; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||44 Human Society; 4402 Criminology; 47 Language, Communication and Culture; 4705 Literary Studies; 48 Law and Legal Studies; 4805 Legal Systems||||16 Peace, Justice and Strong Institutions
|293346.0|2017-01-01|2017.0|2020-01-01|2020.0|IZZO Angelo Antonio, DI MARZO Vincenzo, FERRANTE Claudio|University of Naples Federico II; National Research Council; University of Chieti-Pescara|University of Naples Federico II; National Research Council; University of Chieti-Pescara|Naples; Rome; Chieti|Campania; ; |Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3202 Clinical Sciences|Colon and Rectal Cancer|3.3 Chemoprevention||
|630000.0|2017-01-01|2017.0|2020-01-01|2020.0|BALDINI Antonio, ALFANO Daniela, ILLINGWORTH Elizabeth Anne|University of Naples Federico II; National Research Council; University of Salerno|University of Naples Federico II; National Research Council; University of Salerno|Naples; Rome; Fisciano|Campania; ; |Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3201 Cardiovascular Medicine and Haematology; 3202 Clinical Sciences||||
|706000.0|2017-01-01|2017.0|2020-01-01|2020.0|PENNACCHIO Francesco, NAZZI Francesco, CAVALIERE Valeria, GIGLIOTTI Silvia|University of Naples Federico II; University of Udine; University of Bologna; National Research Council|University of Naples Federico II; University of Udine; University of Bologna; National Research Council|Naples; Udine; Bologna; Rome|Campania; ; Emilia-Romagna; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 31 Biological Sciences; 3109 Zoology||||
|912938.0|2017-01-01|2017.0|2020-01-01|2020.0|DE DIVITIIS Bianca, GAROFALO Emanuela, CADINU Marco, COBIANCHI Roberto|University of Naples Federico II; University of Palermo; University of Cagliari; University of Messina|University of Naples Federico II; University of Palermo; University of Cagliari; University of Messina|Naples; Palermo; Cagliari; Messina|Campania; ; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||43 History, Heritage and Archaeology; 4302 Heritage, Archive and Museum Studies||||
|934500.0|2017-01-01|2017.0|2020-01-01|2020.0|MASI Paolo, MESSIA Maria Cristina, FIORE Pierfrancesco, PASQUALONE Antonella, MAMONE Gianfranco, PISCOPO Amalia Rosa Maria|University of Naples Federico II; University of Molise; University of Salerno; University of Bari Aldo Moro; National Research Council; University of Reggio Calabria|University of Naples Federico II; University of Molise; University of Salerno; University of Bari Aldo Moro; National Research Council; University of Reggio Calabria|Naples; Campobasso; Fisciano; Bari; Rome; Reggio Calabria|Campania; ; ; ; ; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||49 Mathematical Sciences; 4901 Applied Mathematics||||
|613000.0|2017-01-01|2017.0|2020-01-01|2020.0|LOSASSO Mario Rosario, POLLO Riccardo, TUCCI Fabrizio, MARRONE Paola, DAVOLI Pietromaria, CALCERANO Filippo|University of Naples Federico II; Polytechnic University of Turin; Sapienza University of Rome; Roma Tre University; University of Ferrara; National Research Council|University of Naples Federico II; Polytechnic University of Turin; Sapienza University of Rome; Roma Tre University; University of Ferrara; National Research Council|Naples; Turin; Rome; Rome; Ferrara; Rome|Campania; Piemonte; Lazio; Lazio; ; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||33 Built Environment and Design; 3301 Architecture|||C13 Architecture, Built Environment and Planning|11 Sustainable Cities and Communities; 13 Climate Action
|534411.0|2017-01-01|2017.0|2020-01-01|2020.0|MATRONE Carmela, DI COSTANZO Alfonso, CORSO Gaetano, BELLENCHI Giancarlo|University of Naples Federico II; University of Molise; University of Foggia; National Research Council|University of Naples Federico II; University of Molise; University of Foggia; National Research Council|Naples; Campobasso; Foggia; Rome|Campania; ; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3101 Biochemistry and Cell Biology||||
|508000.0|2017-01-01|2017.0|2020-01-01|2020.0|MARINELLI Luciana, MOLLICA Adriano, PEPE Stefano, DI MARO Salvatore|"University of Naples Federico II; University of Chieti-Pescara; University of Salerno; University of Campania ""Luigi Vanvitelli"""|"University of Naples Federico II; University of Chieti-Pescara; University of Salerno; University of Campania ""Luigi Vanvitelli"""|Naples; Chieti; Fisciano; Caserta|Campania; ; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3204 Immunology|Not Site-Specific Cancer|5.3 Systemic Therapies - Discovery and Development||
|731000.0|2017-01-01|2017.0|2020-01-01|2020.0|MANCUSO Claudio, GOTTARDI Guido, RAMPELLO Sebastiano, GABRIELI Fabio, FIORAVANTE Vincenzo, CASCONE Ernesto|University of Naples Federico II; University of Bologna; Sapienza University of Rome; University of Padua; University of Ferrara; University of Messina|University of Naples Federico II; University of Bologna; Sapienza University of Rome; University of Padua; University of Ferrara; University of Messina|Naples; Bologna; Rome; Padova; Ferrara; Messina|Campania; Emilia-Romagna; Lazio; Veneto; ; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||37 Earth Sciences; 3709 Physical Geography and Environmental Geoscience||||
|796596.0|2017-01-01|2017.0|2020-01-01|2020.0|FAGNANO Massimo, CICCHELLA Domenico, SPAGNUOLO Matteo, GIUDICIANNI Paola, ROGGERO Pier Paolo|University of Naples Federico II; University of Sannio; University of Bari Aldo Moro; National Research Council; University of Sassari|University of Naples Federico II; University of Sannio; University of Bari Aldo Moro; National Research Council; University of Sassari|Naples; Benevento; Bari; Rome; Sassari|Campania; ; ; ; Sardegna|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production; 41 Environmental Sciences; 4105 Pollution and Contamination|||A06 Agriculture, Veterinary and Food Science|
|280000.0|2017-01-01|2017.0|2020-01-01|2020.0|JAPPELLI Tullio, DE PAOLA Maria, PERAGINE Vitorocco|University of Naples Federico II; University of Calabria; University of Bari Aldo Moro|University of Naples Federico II; University of Calabria; University of Bari Aldo Moro|Naples; Rende; Bari|Campania; ; |Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||44 Human Society; 4407 Policy and Administration; 4408 Political Science||||
|537726.0|2017-01-01|2017.0|2020-01-01|2020.0|BARBATO Emanuele, SANNA Tommaso, RUBATTU Speranza Donatella, RIBICHINI Flavio Luciano, MANGIACAPRA Fabio|University of Naples Federico II; Catholic University of the Sacred Heart; Sapienza University of Rome; University of Verona; Università Campus Bio-Medico|University of Naples Federico II; Catholic University of the Sacred Heart; Sapienza University of Rome; University of Verona; Università Campus Bio-Medico|Naples; Milan; Rome; Verona; Rome|Campania; Lombardia; Lazio; Veneto; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||34 Chemical Sciences; 3404 Medicinal and Biomolecular Chemistry; 40 Engineering|||A01 Clinical Medicine|
|548600.0|2017-01-01|2017.0|2020-01-01|2020.0|PANZELLA Lucia, ERRICO Maria Emanuela, GABRIELE Bartolo, GRUTTADAURIA Michelangelo, D'URSO Alessandro, BABUDRI Francesco|University of Naples Federico II; National Research Council; University of Calabria; University of Palermo; University of Catania; University of Bari Aldo Moro|University of Naples Federico II; National Research Council; University of Calabria; University of Palermo; University of Catania; University of Bari Aldo Moro|Naples; Rome; Rende; Palermo; Catania; Bari|Campania; ; ; ; ; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4016 Materials Engineering||||
|372090.0|2017-01-01|2017.0|2020-01-01|2020.0|VILLONE Fabio, ARIOLA Marco, CHIARIELLO Andrea Gaetano|"University of Naples Federico II; Parthenope University of Naples; University of Campania ""Luigi Vanvitelli"""|"University of Naples Federico II; Parthenope University of Naples; University of Campania ""Luigi Vanvitelli"""|Naples; Naples; Caserta|Campania; ; |Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||46 Information and Computing Sciences; 51 Physical Sciences; 5106 Nuclear and Plasma Physics||||
|680729.0|2017-01-01|2017.0|2020-01-01|2020.0|ZOLLO Massimo, DIMITRI Patrizio, FAVA Luca, TESTA Giuseppe, LAVIA Patrizia|University of Naples Federico II; Sapienza University of Rome; University of Trento; University of Milan; National Research Council|University of Naples Federico II; Sapienza University of Rome; University of Trento; University of Milan; National Research Council|Naples; Rome; Trento; Milan; Rome|Campania; Lazio; ; ; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3209 Neurosciences||||
|524205.0|2017-01-01|2017.0|2020-01-01|2020.0|MUSELLA Fortunato, SANTANIELLO Mauro|University of Naples Federico II; University of Salerno|University of Naples Federico II; University of Salerno|Naples; Fisciano|Campania; |Italy; Italy|Ministry of Education, Universities and Research||Italy|||44 Human Society; 4407 Policy and Administration; 4408 Political Science||||
|387000.0|2017-01-01|2017.0|2020-01-01|2020.0|GARGANO Antonio, TOMASSETTI Isabella, BALDISSERA Andrea, BRESADOLA Andrea|University of Naples Federico II; Sapienza University of Rome; University of Eastern Piedmont Amadeo Avogadro; University of Macerata|University of Naples Federico II; Sapienza University of Rome; University of Eastern Piedmont Amadeo Avogadro; University of Macerata|Naples; Rome; Vercelli; Macerata|Campania; Lazio; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||43 History, Heritage and Archaeology; 4303 Historical Studies; 47 Language, Communication and Culture; 4705 Literary Studies||||
|775000.0|2017-01-01|2017.0|2020-01-01|2020.0|MATARESE Giuseppe, CENTONZE Diego, NORATA Giuseppe Danilo, LARONI Alice, CIRONE Mara, DI ROSA Francesca|University of Naples Federico II; University of Rome Tor Vergata; University of Milan; University of Genoa; Sapienza University of Rome; National Research Council|University of Naples Federico II; University of Rome Tor Vergata; University of Milan; University of Genoa; Sapienza University of Rome; National Research Council|Naples; Rome; Milan; Genoa; Rome; Rome|Campania; Lazio; ; Liguria; Lazio; |Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 32 Biomedical and Clinical Sciences; 3205 Medical Biochemistry and Metabolomics||||
|565000.0|2017-01-01|2017.0|2020-01-01|2020.0|PROTA Andrea, LA MENDOLA Lidia, AIELLO Maria Antonietta, RAINIERI Carlo, CERONI Francesca|University of Naples Federico II; University of Palermo; University of Salento; University of Molise; Parthenope University of Naples|University of Naples Federico II; University of Palermo; University of Salento; University of Molise; Parthenope University of Naples|Naples; Palermo; Lecce; Campobasso; Naples|Campania; ; ; ; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||34 Chemical Sciences; 3403 Macromolecular and Materials Chemistry||||
|689000.0|2017-01-01|2017.0|2020-01-01|2020.0|TAGLIALATELA Maurizio, GAMBARDELLA Antonio, SOLDOVIERI Maria Virginia, MANFRA Michele, ANNESI Grazia|University of Naples Federico II; Magna Graecia University; University of Molise; University of Basilicata; National Research Council|University of Naples Federico II; Magna Graecia University; University of Molise; University of Basilicata; National Research Council|Naples; Catanzaro; Campobasso; Potenza; Rome|Campania; ; ; ; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3105 Genetics|Not Site-Specific Cancer|5.3 Systemic Therapies - Discovery and Development; 5.7 Resources and Infrastructure Related to Treatment and the prevention of recurrence||
|633679.0|2017-01-01|2017.0|2020-01-01|2020.0|BRUNETTI PIERRI Nicola, CALAMITA Giuseppe, CIOFFI Federica, MAFFIA Michele|University of Naples Federico II; University of Bari Aldo Moro; University of Sannio; University of Salento|University of Naples Federico II; University of Bari Aldo Moro; University of Sannio; University of Salento|Naples; Bari; Benevento; Lecce|Campania; ; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||34 Chemical Sciences; 3404 Medicinal and Biomolecular Chemistry|Liver Cancer|5.3 Systemic Therapies - Discovery and Development||
|903400.0|2017-01-01|2017.0|2020-01-01|2020.0|ZOLLO Aldo, STABILE Tony Alfredo, SINISCALCHI Agata, D'AGOSTINO Nicola, PATERNOSTER Michele|University of Naples Federico II; National Research Council; University of Bari Aldo Moro; National Institute of Geophysics and Volcanology; University of Basilicata|University of Naples Federico II; National Research Council; University of Bari Aldo Moro; National Institute of Geophysics and Volcanology; University of Basilicata|Naples; Rome; Bari; Rome; Potenza|Campania; ; ; ; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||37 Earth Sciences; 3705 Geology; 40 Engineering||||
|822768.0|2017-01-01|2017.0|2020-01-01|2020.0|CEMBALO Luigi, D'AMICO Mario, DE LUCA Anna Irene, GIANNOCCARO Giacomo|University of Naples Federico II; University of Catania; University of Reggio Calabria; University of Bari Aldo Moro|University of Naples Federico II; University of Catania; University of Reggio Calabria; University of Bari Aldo Moro|Naples; Catania; Reggio Calabria; Bari|Campania; ; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||38 Economics; 44 Human Society; 4410 Sociology||||
|448200.0|2017-01-01|2017.0|2020-01-01|2020.0|LIGNOLA Gian Piero, CATTARI Serena, UBERTINI Filippo, BURATTI Nicola|University of Naples Federico II; University of Genoa; University of Perugia; University of Bologna|University of Naples Federico II; University of Genoa; University of Perugia; University of Bologna|Naples; Genoa; Perugia; Bologna|Campania; Liguria; Umbria; Emilia-Romagna|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||43 History, Heritage and Archaeology; 4302 Heritage, Archive and Museum Studies||||
|459619.0|2017-01-01|2017.0|2020-01-01|2020.0|FASANO Giancarmine, MANCINI Adriano, CAPELLO Elisa|University of Naples Federico II; Marche Polytechnic University; Polytechnic University of Turin|University of Naples Federico II; Marche Polytechnic University; Polytechnic University of Turin|Naples; Ancona; Turin|Campania; ; Piemonte|Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4001 Aerospace Engineering; 4007 Control Engineering, Mechatronics and Robotics; 46 Information and Computing Sciences; 4602 Artificial Intelligence||||
|435000.0|2017-01-01|2017.0|2020-01-01|2020.0|FILIPPONE Giovanni, DINTCHEVA Nadka Tzankova, CARROCCIO Sabrina Carola, BRUNO Elena, SCARFATO Paola|University of Naples Federico II; University of Palermo; National Research Council; University of Catania; University of Salerno|University of Naples Federico II; University of Palermo; National Research Council; University of Catania; University of Salerno|Naples; Palermo; Rome; Catania; Fisciano|Campania; ; ; ; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 40 Engineering; 4018 Nanotechnology||||
|718062.0|2017-01-01|2017.0|2020-01-01|2020.0|DI SERIO Martino, GARDOSSI Lucia, SANTAGATA Gabriella, BRANDUARDI Paola|University of Naples Federico II; University of Trieste; National Research Council; University of Milano-Bicocca|University of Naples Federico II; University of Trieste; National Research Council; University of Milano-Bicocca|Naples; Trieste; Rome; Milan|Campania; ; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3106 Industrial Biotechnology||||
|818912.0|2017-01-01|2017.0|2020-01-01|2020.0|SANSONE Carlo, MARCIALIS Gian Luca, IMPEDOVO Donato, CURTOTTI Donatella|University of Naples Federico II; University of Cagliari; University of Bari Aldo Moro; University of Foggia|University of Naples Federico II; University of Cagliari; University of Bari Aldo Moro; University of Foggia|Naples; Cagliari; Bari; Foggia|Campania; ; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||46 Information and Computing Sciences; 4602 Artificial Intelligence; 48 Law and Legal Studies; 4806 Private Law and Civil Obligations||||
|346494.0|2017-01-01|2017.0|2020-01-01|2020.0|SILIPO Alba, FRANCESCONI Oscar, SATTIN Sara|University of Naples Federico II; University of Florence; University of Milan|University of Naples Federico II; University of Florence; University of Milan|Naples; Florence; Milan|Campania; Toscana; |Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3101 Biochemistry and Cell Biology||||
|704335.0|2017-01-01|2017.0|2020-01-01|2020.0|DI BERNARDO Mario, FRASCA Mattia, CRISOSTOMI Emanuele, ZAMPIERI Sandro, GLIELMO Luigi, COMO Giacomo|University of Naples Federico II; University of Catania; University of Pisa; University of Padua; University of Sannio; Polytechnic University of Turin|University of Naples Federico II; University of Catania; University of Pisa; University of Padua; University of Sannio; Polytechnic University of Turin|Naples; Catania; Pisa; Padova; Benevento; Turin|Campania; ; Toscana; Veneto; ; Piemonte|Italy; Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||||||
|623000.0|2017-01-01|2017.0|2020-01-01|2020.0|MASSAROTTI Nicola, PICCOLO Antonio, ROMANO Rosario Aniello, BACCOLI Roberto, DI BLASIO Gabriele|Parthenope University of Naples; University of Messina; University of Naples Federico II; University of Cagliari; National Research Council|Parthenope University of Naples; University of Messina; University of Naples Federico II; University of Cagliari; National Research Council|Naples; Messina; Naples; Cagliari; Rome|; ; Campania; ; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||51 Physical Sciences; 5101 Astronomical Sciences||||
|690000.0|2017-01-01|2017.0|2020-01-01|2020.0|SALVATORE Giuliana, QUINTO Ileana, ZANNETTI Antonella, TORINO Enza|Parthenope University of Naples; Magna Graecia University; National Research Council; University of Naples Federico II|Parthenope University of Naples; Magna Graecia University; National Research Council; University of Naples Federico II|Naples; Catanzaro; Rome; Naples|; ; ; Campania|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3206 Medical Biotechnology|Breast Cancer; Thyroid Cancer|5.3 Systemic Therapies - Discovery and Development||
|547000.0|2017-01-01|2017.0|2020-01-01|2020.0|SIMONI Manuela, PERSANI Luca, BALDI Elisabetta, POZZA Carlotta, DE VITA Gabriella|University of Modena and Reggio Emilia; University of Milan; University of Florence; Sapienza University of Rome; University of Naples Federico II|University of Modena and Reggio Emilia; University of Milan; University of Florence; Sapienza University of Rome; University of Naples Federico II|Modena; Milan; Florence; Rome; Naples|; ; Toscana; Lazio; Campania|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||41 Environmental Sciences; 4105 Pollution and Contamination||||
|593687.0|2017-01-01|2017.0|2020-01-01|2020.0|CROSTA Giovanni, CASAGLI Nicola, BOZZANO Francesca, BERTI Matteo, CALCATERRA Domenico|University of Milano-Bicocca; University of Florence; Sapienza University of Rome; University of Bologna; University of Naples Federico II|University of Milano-Bicocca; University of Florence; Sapienza University of Rome; University of Bologna; University of Naples Federico II|Milan; Florence; Rome; Bologna; Naples|; Toscana; Lazio; Emilia-Romagna; Campania|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 44 Human Society; 4406 Human Geography||||
